,0
11916," Il faut, enfin, une gauche citoyenne, appuyant en permanence son action sur la transparence et la concertation"
11917," Avec les associations et les syndicats, et plus généralement avec les citoyens en sachant solliciter concrètement et le plus souvent possible l'initiative populaire"
11918," Je me bats pour plus de communisme dans la gauche, c'est-à-dire plus de détermination à lutter contre les inégalités et plus de sincérité dans l'engagement social"
11919," Plus de détermination, encore, pour préserver et renforcer les atouts de la société française que constituent le tissu associatif et syndical, et l'aspiration grandissante à une citoyenneté plus active"
11920," 564 Plus de communisme dans la gauche, c'est plus de volonté de partage et de responsabilité, de promotion de la personne humaine, à l'opposé de la vision glacée des technocrates, ceux de droite comme ceux de gauche, avec leur insupportable suffisance, et leur arrogance sans limite"
11921," Oui, cher-e-s ami-e-s et camarades, plus de communisme dans la gauche c'est nécessaire pour faire gagner la gauche, et pour qu'elle réussisse une autre politique ! Si le vote communiste le 21 avril pèse suffisamment lourd, alors cette perspective pourra s'ouvrir parce que le monde du travail et de la création sera plus fort"
11922, Si le vote communiste le 21 avril pèse suffisamment lourd nul ne pourra ignorer les 25 engagements que je porte dans cette campagne
11923," Par exemple, mon premier engagement, absolument prioritaire : il faut en finir en France, ce pays parmi les plus puissants et les plus riches du monde avec les inégalités, les discriminations et l'exclusion dont sont victimes des millions de femmes et d'hommes"
11924," De ce point de vue, la gauche a raté le coche entre 1997 et 2002"
11925," Quant à moi, je suis pour la tolérance zéro à l'égard des inégalités et des injustices"
11926," Il comporte sept mesures, précises et réalistes : Premièrement, une augmentation mensuelle de 300 euros du Smic, des petites retraites et des minima sociaux, avec une première hausse de 10 % dès le 1er juillet"
11927," Deuxièmement, une égalité salariale et professionnelle entre les hommes et les femmes, à atteindre dans les cinq ans à venir grâce à une loi contraignante et à des mesures fiscales incitatives"
11928," Pas de démagogie, cela va coûter beaucoup d'argent et ne pourra se faire que progressivement, en prenant en compte la situation de chacun et notamment en transférant les crédits aujourd'hui utilisés à accompagner la précarité"
11929, Une société moderne doit consacrer des moyens nouveaux à ce que la jeunesse puisse se former et accéder à un emploi utile
11930," Cela a un coût, certes, mais c'est tout autre chose, c'est autrement plus moderne et efficace que les gâchis financiers qui ruinent leur avenir pour le profit d'une petite minorité de boursicoteurs"
11931," Je propose aussi, quatrièmement, un droit à la retraite avant 60 ans pour les salariés qui ont 160 trimestres de cotisation"
11932," Et je ne transigerai jamais sur le droit à une retraite pleine à 60 ans, sur le maintien des régimes spéciaux et les 37 annuités ½ pour tous, dans le public et le privé"
11933, Le parti socialiste et le gouvernement ont repoussé cette proposition communiste à l'Assemblée nationale
11934," Cinquièmement, l'ouverture de négociations salariales dans les fonctions publiques et les secteurs nationalisés en vue d'un plan de rattrapage et de reconnaissance des qualifications, étalé sur deux ans Je suis le seul à ""oser"" parler concrètement de salaires et de pouvoir d'achat, dans une France qui est devenue un pays de ba s salaires"
11935," Eh bien, sur cette question non plus, on ne me fera pas taire ! 565 Sixièmement, un plan de construction de logements sociaux et une accélération forte du rééquilibrage des modes de transports en faveur du ferroviaire, avec une priorité au ferroutage"
11936," Septièmement, le droit de vote accordé aux résidents étrangers, la régularisation des sans-papiers, l'abandon de la double peine et le respect du droit d'asile"
11937," Je maintiens que si la gauche ne fait pas de la lutte contre les inégalités une grande cause nationale, alors elle ratera encore le coche"
11938," Car c'est sur cette question qu'il y a légitimement le plus d'incompréhension, de déceptions, de frustrations à l'égard de l'action conduite depuis 5 ans par le gouvernement"
11939," Et c'est sur ces sentiments que ""surfent"" les candidats qui font du populisme et du ""tous pourris"" leur seul argument électoral"
11940," Avec un risque considérable, celui de voir la droite et l'extrême droite tirer leur épingle du jeu par défaut, et l'emporter à l'élection pr ésidentielle et, dans la foulée aux élections législatives"
11941," Moi, je veux, au contraire, de toutes mes forces, que la droite soit battue ! Pour y parvenir, la gauche doit être fermement ancrée à gauche ! Et pour qu'elle soit fermement ancrée à gauche il n'y a qu'un moyen : un vote en faveur de ma candidature le 21 avril, suffisamment fort pour peser afin qu'il en soit bien ainsi"
11942," On me dit parfois : ""Mais, où trouvez-vous les moyens de financer vos engagements ?"" Vous l'aurez remarqué, personne, sauf moi, ne parle ""argent"" dans cette campagne"
11943," Je propose de réformer la fiscalité directe et indirecte avec un taux de TVA ramené à 18,5 % et des baisses sélectives sur plusieurs produits et services, un allègement de l'impôt sur le revenu pour les foyers modestes ou moyens, compensé par une hausse du prélèvement sur les grandes fortunes et sur les revenus financiers du capital"
11944," Avec, aussi, une modulation de l'impôt sur les sociétés, qui favorise les entreprises misant sur l'emploi, la formation et les salaires, et qui pénalise celles qui préfèrent la finance"
11945, Cette modulation serait un levier dont l'Etat disposerait pour inciter à l'ouverture de négociations salariales dans le secteur privé
11946," Toujours pour une vraie réforme de la fiscalité, je propose d'intégrer les actifs financiers des entreprises - soit 4 300 milliards d'euros - dans le calcul de la taxe professionnelle"
11947, Je suis pour une taxe d'habitation qui soit plus juste et moins lourde pour les foyers modestes ou à revenus moyens
11948, Je propose aussi de doubler le rendement de l'impôt sur les grandes fortunes et de renforcer considérablement les moyens de lutte contre la fraude fiscale
11949," Quant à l'emploi, je dis qu'il faut, qu'il est nécessaire et possible de se fixer pour objectif l'éradication réelle du chômage"
11950," Le chômage et la précarité sont de véritables cancers, qui ruinent le présent et hypothèquent l'avenir"
11951," Tout le monde en est victime : les salariés les plus modestes, les cadres et techniciens, les chercheurs et les intellectuels ! Quel gâchis d'intelligences, de savoir-faire, de compétences ! Je ne prétends pas que ""demain on rasera gratis"", dans ce domaine"
11952," Par contre j'affirme que l'on ne peut se contenter de ""demi-mesures"", de ""solutions"" à la marge, qui laissent intactes la toute puissance des marchés financiers sur l'activité économique et sur l'emploi"
11953," Et j'ajoute que les défis technologiques contemporains exigent obligatoirement de penser dans des termes inédits les questions de la formation, de l'accès à l'emploi, du passage de l'un à l'autre tout au long de la vie"
11954," D'où ma proposition d'un système sécurisant le parcours de tous les salariés, et leur permettant ce passage tout au long de la vie avec le maintien de leurs garanties, de leurs acquis, du point de vue social aussi bien que professionnel"
11955, 566 J'ajoute que vouloir traiter de ces questions et faire des promesses mirobolantes sans jamais rien dire - c'est le cas d'à peu près tous les candidats - des règles de fer du pacte de stabilité et des exigences de la Banque centrale européenne c'est se moquer du monde
11956," J'ai la conviction qu'elle peut avoir un bel avenir, à condition toutefois de ne pas, de ne plus reposer sur les volontés des marchés financiers et des technocrates coupés des réalités, exerçant leurs responsabilités sans aucun contrôle démocratique"
11957," C'est cela qui conduit aux aberrations et aux graves régressions économiques, sociales et démocratiques que nous ne connaissons que trop bien"
11958," Est-il besoin ici, d'évoquer les responsabilités de l'Europe des marchés financiers dans la véritable catastrophe industrielle et économique qui a secoué votre région ? Est-il besoin d'évoquer les directives européennes concernant la chasse et leurs conséquences négatives sur la pratique de la chasse populaire, démocratique ? Est-il besoin de dire combien l'agriculture, les agriculteurs et la ruralité en général ont eu à souffrir du traité de Maastricht ? Dans ce domaine, je prétends qu'il faut renégocier ce traité, et sortir l'agriculture des discussions de l'OMC"
11959," La ""globalisation"" dont on nous rebat les oreilles n'a qu'un objectif : servir les intérêts des immenses puissances de l'agroalimentaire"
11960, On ne produit pas de la même façon en France et en Europe qu'au Brésil ou en Afrique
11961," Et cette ""marche forcée"" à la rentabilité financière se paye, lourdement, par la baisse de qualité des productions, par une moindre sécurité alimentaire, par la désertification de régions entières, par la ruine des producteurs"
11962," Cher-e-s ami-e-s, cher-e-s camarades, De tout mon coeur - vous l'avez senti - de toute ma force de conviction - et je voudrais la faire partager le plus largement possible - j'ai exposé devant vous les grandes lignes de mes propositions"
11963, Je suis convaincu que nous pouvons le porter de façon très offensive auprès des électrices et électeur s encore indécis
11964, De bonnes raisons d'intervenir dimanche prochain avec le bulletin de vote communiste
11965," Je suis sûr qu'ensemble nous pouvons y parvenir si, dans les heures qui viennent, nous faisons ce qu'il faut pour convaincre ceux qui hésitent encore, qui n'ont pas définitivement arrêté leur choix ou qui sont tentés par l'abstention"
11966," Oui, dans votre entourage, dans le village, le quartier ou à l'entreprise, vous pouvez gagner encore des milliers de voix au moment où un nombre considérable de parents, d'amis, de collègues de travail s'apprêtent à décider de leur vote dans les derniers jours et les dernières heures même"
11967," C'est dire l'efficacité de tout ce que vous allez entreprendre d'ici dimanche pour leur montrer combien voter communiste sera utile pour eux, pour leurs proches, pour la gauche et le pays"
11968," Et je veux ajouter autre chose, ici, dans cette région où les électrices et les électeurs communistes sont traditionnellement nombreux"
11969," Ce que je veux souligner avec force - et en appelant chacune et chacun à y réfléchir - c'est que les électrices et électeurs communistes ont toujours su, dans les moments importants et quels que soient leurs doutes, leurs interrogations, voire leurs critiques à l'égard du Parti communiste, se retrouver pour intervenir ensemble - notamment par leur vote - pour infléchir dans le bon sens la politique du pays"
11970," Et à chaque fois qu'ils l'ont fait, d'autres électrices et électeurs de gauche se sont joints à eux pour peser eux aussi dans le bon sens"
11971," Je suis persuadé qu'aujourd'hui, beaucoup de ces électrices et électeurs sont en train de réfléchir et de penser qu'une fois encore ils peuvent intervenir de façon décisive avec leur bulletin de vote pour le candidat du Parti communiste"
11972," Mes chers amis, je salue Toulouse ! Je salue Metz, je salue Lyon, je salue Marcq-en-Baroeul, je salue Orléans, je salue Rennes, je salue Limoges, je salue le peuple de France ! Mes chers amis, dans une semaine, le peuple français choisira son destin"
11973, Notre pays n’a pas traversé une période semblable à celle d’aujourd’hui depuis sans doute l’après-guerre
11974," Je veux parler de l’un de ces moments de l’Histoire où tout se décide maintenant, en quelques jours pour les décennies à venir"
11975," Je veux parler de ces moments de l’Histoire où après un temps de grand désordre arrive le moment où il faut reconstruire un ordre mondial, un nouveau modèle économique, une nouvelle Europe, cher Claude ALLEGRE, un moment où le monde a besoin rien moins que d’une nouvelle renaissance"
11976, La France ne peut pas manquer son rendez-vous avec l’Histoire ; la France n’a pas le droit à l’erreur
11977," Mes chers compatriotes, mes chers compatriotes, la France n’a pas le droit à l’erreur parce que l’erreur se paiera pendant des décennies"
11978," La France n’a pas le droit à l’erreur parce que la France ne peut pas dilapider l’héritage de vingt siècles de travail, de vingt siècles d’efforts, de vingt siècles de civilisation"
11979," Un héritage, l’héritage de la chrétienté, l’héritage des Lumières, l’héritage de la Révolution et l’héritage de la Résistance"
11980," La question … Vous êtes vraiment « ininfluençables », « indécourageables » ! Vous êtes extraordinaires, qu’est-ce que je voulais que je vous dise ? Vous êtes le peuple de France mais regardez-les, tous les observateurs regardent le peuple de France"
11981," Voilà ce qu’il veut, voilà ce qu’il dit, voilà sa confiance, voilà son idéal ! Les experts, les experts, les experts, ceux qui savent tout et ne connaissent rien avaient dit que les Français n’iraient pas voter et 80% de citoyens se sont déplacés pour faire un choix, celui de la citoyenneté, celui du civisme parce que 80% de Français ont compri s que cette élection était un choix historique"
11982," Alors, à tous les Français qui sont allés voter, et à tous ceux qui hésitent à voter pour le deuxième tour, je veux dire que cette élection est sans doute la première véritable élection présidentielle du XXIe car ce dont il s’agit entre nous, c’est bien du monde nouveau qui va naître des crises actuelles"
11983, Ceux qui ne voteront pas voteront contre eux et surtout ils laisseront à d’autres le soin d’écrire leur histoire à leur place
11984," A tous les Français qui tiennent le destin de la France entre leurs mains car vous tenez mes chers compatriotes, chacun individuellement dans cha que famille, le destin de la France entre vos mains"
11985," Je veux dire qu’au moment où vous allez choisir, souvenez-vous d’une chose, de la grande Histoire de France, de la grande civilisation dont nous sommes les héritiers"
11986," Souvenez-vous, au moment de choisir, de tout ce que les Français ont accompli d’immense dans le passé et représentez-vous avec cette image ce que les Français pourront accomplir de plus grand encore pour l’avenir"
11987," Notre avenir, il doit être à l’image du glorieux passé que nous ont laissé et légué nos parents et nos grands-parents"
11988, Nous ne sommes pas une plage blanche ; nous sommes le pays de Victor HUGO ; nous sommes le pays de VOLTAIRE ; nous sommes le pays de MAUPASSANT
11989," Oui, nous sommes le pays de Jeanne d’ARC, du général de GAULLE, de la Résistance, de la Renaissance, nous sommes le peuple de France et notre avenir ne peut pas être un avenir écrit avec de petites ambitions"
11990," Je veux dire ici en cette journée de déportation, dans cette ville de Toulouse où vous lisez, cher Jean-Luc, chaque année les noms des 76 000 hommes et femmes, enfants, Juifs déportés dans les camps de la mort"
11991," Je veux vous dire de vous souvenir quelle que soit votre histoire personnelle, mais nous sommes tous les enfants d’une seule et même Nation dont l’âme reste blessée par la douleur indicible qui fut infligée à tous les déportés"
11992," Quand un Juif de France est menacé, ce n’est pas le problème de la communauté juive ; c’est le problème de la communauté nationale dans son ensemble"
11993," En ce jour de mémoire de cette ville de Toulouse qui résista avec autant d’héroïsme à la pire entreprise totalitaire de tous les temps, j’appelle tous les Français à ne jamais oublier où peut conduire la haine de l’autre et le reniement de nos valeurs humanistes"
11994," La haine de l’autre, vous à Toulouse, vous à Montauban, vous l’avez vue il y a quelques semaines, vous l’avez vécue ici la haine de l’autre, et vous avez vu, chère Brigitte, à quelle monstruosité la haine de l’autre pouvait conduire"
11995," Eh bien, moi, je veux rendre hommage à Toulouse et à Montauban, villes meurtries par ces crimes atroces qui ont bouleversé toute la France"
11996," Je veux vous rendre hommage, je veux vous rendre hommage et je veux dire que nous tous les Français, nous sommes fiers des habitants de ces deux villes meurtries qui ont refusé tout amalgame avec nos compatriotes musulmans qui n’étaient pour rien dans la monstruosité qui a été infligée à Montauban et à Toulouse"
11997," Oui, mes chers amis, nous croyons, nous, à la démocratie, nous croyons aux Droits de l’Homme, nous croyons à l’ouverture aux autres"
11998," Nous croyons à la grande cause de l’humanité ; nous, les Français, nous nous sentons citoyens du monde"
11999, Mais je voudrais solennellement poser une question
12000," N’avons-nous pas depuis trente ou quarante ans commis une erreur en opposant ces valeurs à l’idée de Nation ? N’avons-nous pas rendu la Nation responsable de tragédies qui avaient bien d’autres causes ? Depuis trente ans, l’Europe, accablée par le souvenir de ses malheurs passés, a trop laissé s’affaiblir la Nation alors que partout ailleurs, les nationalités s’affirmaient ; les pays qui gagnent dans le monde entier aujourd’hui, c’est les pays qui croient dans l’esprit national"
12001," Je veux aller plus loin : depuis trente ans, c’est ma conviction et je veux en vérité la faire partager aux Français, une partie des élites, la pensée unique, le système et notamment le système médiatique ont confondu le 1164 sentiment national qui est hautement respectable avec le nationalisme qui est une idée, une idéologie profondément dangereuse"
12002," Le sentiment national, les mêmes ont confondu l’amour de sa patrie qui est un sentiment noble avec la haine des autres qui est un sentiment détestable"
12003, Ils ont oublié peut-être la chose la plus importante à dire à nos enfants : la haine de soi débouche toujours sur la haine de l’autre
12004," Ils ont oublié les mêmes que le patriotisme, c’est l’amour de la patrie, que le nationalisme, c’est la haine de l’autre"
12005," Ils ont oublié, je ne l’oublierai pas, que la Nation est le seul bien de ceux qui n’ont rien : eux les élites qui avaient tout pouvaient se permettre d’oublier la Nation mais le peuple français n’a jamais voulu oublier la Nation"
12006," Ils ont oublié que la Nation est un partage, qu’elle a toujours eu contre elle ceux qui ne croient qu’en la lutte des classes et ceux qui ne veulent rien partager"
12007," Les partisans de la lutte des classes ne comprennent rien à la Nation et ceux qui ne veulent rien partager ne comprennent rien à la Nation parce que la Nation, c’est d’abord le partage d’une identité collective et d’une identité commune"
12008, Ils ont oublié que la Nation a fait naître la République ; il n’y aurait pas de République sans Nation
12009," Où se trouve la souveraineté du peuple quand il y a la négation de la Nation ? Ils ont oublié combien comptent pour une femme, pour un homme, je le dis dans cette région, la vôtre, l’attachement à sa terre, sa terre natale, l’attachement viscéral au paysage dans lequel on a grandi, l’attachement viscéral à la culture dont on a été nourri par ses parents et par ses grands-parents"
12010," En croyant se prémunir contre les drames du passé, ils n’ont rien fait d’autre que préparer d’autres drames parce que quand on nie l’importance de la Nation, on ouvre la porte à la loi des communautés et à la loi des tribus"
12011," S’il y a du communautarisme et des tribus, c’est parce que l’on n’a pas assez défendu l’idée de la Nation"
12012," Quand on ne défend plus la Nation, on ne défend plus le civisme, on ne parle plus dans le sens du devoir et la solidarité devient un vain mot car la solidarité ne peut s’exercer que dans le cadre de la Nation"
12013," Ils nous ont conduits trop souvent à ne pas défendre nos intérêts, oui, au point de devenir trop faibles pour être capables de nous protéger"
12014," Quand on est fort, on n’a pas peur d’aller vers les autres"
12015," Quand on ne défend pas l’idée de Nation et la Nation française, on est faible"
12016," La France est faible, se ferme au monde"
12017," Et comment la France pourrait-elle défendre ses intérêts ? Comment pourrait-elle mobiliser toutes ses forces pour affronter la concurrence des autres Nations ? Comment, osons le mot, la France pourrait elle protéger notre mode de vie si plus personne ne sait ce que veut dire être français au XXe siècle ? Cette question n’est pas anecdotique ; elle est centrale"
12018," Puis-je aller plus loin ? Comment ferons-nous si plus personne n’est fier d’être français ? Comment ferons-nous si être français ne veut plus rien dire, si on banalise tout, si on fait croire que tout se vaut ? Eh bien, dans les cinq années qui viennent, je ne veux pas laisser la France se diluer dans la mondialisation : voilà le message central des électeurs au premier tour, ne laissez pas la France se diluer dans la mondialisation"
12019," Dans les cinq ans qui viennent, je me battrai, je ne veux pas, je ne me résignerai jamais à l’aplatissement du monde, une seule langue, une seule culture, un seul mode de vie, une seule gastronomie, un seul territoire"
12020, Je n’accepterai pas dans les cinq années qui viennent qu’il n’y ait plus aucune différence entre être français et ne pas l’être ; nous ne sommes pas supérieurs aux autres mais nous sommes différents des autres et nous voulons que l’on respecte cette différence
12021, Je hais l’homophobie
12022," Je déteste les boucs-émissaires ; je déteste l’amalgame ; je déteste la violence qui est faite à toute personne mais je demande qu’on ne fasse pas cet amalgame, cette violence, ce racisme à l’endroit de ceux qui aiment la France et qui veulent garder la France telle qu’ils l’ont reçue de leurs parents"
12023," Et quand je vois cette gauche insupportable donnant des leçons de morale, comme il est confortable de donner des leçons de morale, quand on n’habite pas dans un quartier où l’on souffre et où l’on a peur, comme il est insupportable d’entendre donner des leçons de morale quand on ne met pas ses enfants dans une école devenue école ghetto, qu’on est protégé de tout et qu’on méprise le peuple"
12024," Dans les cinq années qui viennent, je n’accepterai pas qu’il n’y ait plus aucune différence donc entre être français et ne plus l’être mais parce que je ne veux pas que la France sorte de l’Histoire ; je ne veux pas que la France sorte de l’Histoire en tant que peuple et en tant que Nation"
12025," Ceux qui m’ont reproché de parler de notre identité ne se rendent pas compte que notre identité est l’expression d’une forme particulière et différente de civilisation, que nous, nous voulons à aucun moment que cette civilisation, que ce mode de vie, que ces valeurs disparaissent au motif que le monde serait devenu un village ! La France a voulu l’Europe pour ne pas sortir de l’Histoire"
12026, La France attend de l’Europe que l’Europe protège les peuples européens
12027," La civilisation européenne si l’Europe ne le fait pas dans les cinq années qui viennent, la France le fera pour elle-même unilatéralement si les autres ne veulent pas comprendre le message de la France"
12028, Mais je dois défendre une nouvelle idée dont on n’avait plus l’habitude de parler et ce fut une erreur
12029," Sans frontières, il n’y a pas de Nation ; sans frontières, il n’y a pas d’Etat ; sans frontières, il n’y a pas de République et sans frontières, il n’y a pas de civili sation"
12030," Parce qu’on se méfiait de la Nation, on a voulu effacer toutes les frontières politiques ; on a eu tort"
12031," Parce que les capitaux voulaient circuler sans entrave, parce que les marchés, ne voulaient rencontrer aucun obstacle, on a voulu effacer les frontières économiques ; ce fut une erreur"
12032," Parce que la pensée unique voulait dominer le monde, on a voulu effacer les frontières ; ce fut une erreur"
12033," Parce qu’une idéologie libertaire voulait imposer la disparition de toute règle et de toute limite, on a voulu effacer les frontières morales ; ce fut une grave erreur"
12034, On a eu tort parce qu’on en a créé le désordre dans le monde et c’est le désordre du monde qui a engendré les crises que nous connaissons depuis quatre ans
12035," On a eu tort parce que l’Europe est allée dans cette direction plus loin que n’importe quelle région du monde et que le résultat, ce fut l’affaiblissement de l’Europe"
12036," On a eu tort parce que quand il n’y a plus de frontières, il n’y a plus de politique et il n’y a plus de liberté"
12037," Depuis trente ans, par facilité, on ne parle plus des frontières, on ne défend plus les frontières de l’Europe"
12038," On n’ose même plus prononcer le mot et voilà même qu’aujourd’hui, aujourd’hui, on voudrait séparer le droit de vote de la nationalité"
12039," 1165 Comment remettre de l’ordre dans le monde, dans l’économie, dans la société ? Comment permettre à des formes de civilisation de s’épanouir ? Comment, mes chers compatriotes, canaliser l’argent, la marchandise dans un monde sans frontières, sans limites, sans repères ? Car vous avez bien compris que je ne parle pas simplement de la frontière géographique ; je parle de la frontière entre le bi en et le mal"
12040," Imaginons, il y a un philosophe, Régis DEBRAY, « la ville sans cadastre"
12041," La frontière, c’est ce qui permet que l’on puisse avoir un chez soi, que l’on puisse avoir un foyer, que l’on puisse avoir – écoutez-moi bien – un espace d’intimité dans lequel on est libre de choisir qui l’on fait entrer"
12042," Et si cet espace d’intimité vous est contesté, alors, vous vous repliez sur vous-même, vous n’échangez pas, vous ne partagez pas"
12043," La frontière, c’est l’affirmation que tout ne se vaut pas, qu’entre le dedans et le dehors, ce n’est pas la même chose, qu’entre nous et les autres, il y a une différence, qu’entre chez soi et dans la rue, ce n’est pas pareil, qu’on ne se comporte pas de la même façon"
12044," Tracer une frontière entre les cultures, tracer une frontière entre le vrai et le faux, tracer une frontière entre le bien et le mal, tracer une frontière entre la beauté et la laideur, vous savez ce que c’est ? C’est rien d’autre que le long travail de la civilisation"
12045," Oui, c’est cela et ce n’est pas parce que le beau et le laid, c’est subjectif, qu’on n’a pas le droit de parler du beau et du laid"
12046, Je dis simplement que la civilisation nous conduit à cela
12047," La laïcité, c’est une frontière qui protège les enfants, qui protège les femmes, qui protège les familles, qui protège la République"
12048," C’est une frontière ! Oui, je le crois, j’en suis même certain ! Puis-je dire une chose ? Moi, je suis rassuré parce qu’en écrivant ce discours, je me suis dit « c’est tellement personnel, est-ce qu’ils vont être d’accord avec moi ? » Parce que je pense que dans une campagne, il faut dire les choses que l’on sent au plus profond de soi -même, pas débiter à longueur de temps les mêmes idées, les mêmes slogans, pas passer son temps à attaquer ou à critiquer, dire ce que l’on a dans l’âme, dire ce que l’on a dans le coeur, dire ce que l’on pense avec son expérience, avec sa raison, avec son intelligence"
12049," Alors, j’entends bien que bon, la frontière, la frontière, la nationalité, la nationalité doit être respectée parce qu’elle est une frontière"
12050," La frontière, voyez-vous, mes chers amis, ce n’est pas un enfermement, ce n’est pas un repliement, ce n’est pas un rejet"
12051," La frontière, c’est la démocratie, c’est la citoyenneté, c’est la souveraineté, c’est le droit pour un peuple de choisir un destin"
12052," La frontière, ce n’est pas une tension ; ce n’est pas un affrontement"
12053, C’est au contraire ce qui permet de régler par le droit les rapports entre les peuples qui ne doivent jamais plus se régler par la force
12054, Je vais être encore plus clair
12055, C’est une limite à la volonté de puissance
12056, C’est une reconnaissance du droit de vivre en paix chez soi
12057," Alors, la frontière, elle est au coeur de tant de problèmes de la société française : elle est au coeur de l’immigration ; elle est au coeur du probl ème économique ; elle est au coeur du problème de la réciprocité ; elle est au coeur de la lutte contre tous les dumpings ; elle est au coeur de la lutte contre les trafics, contre le terrorisme, contre les mafias"
12058," Effacer les frontières, je vous demande de me croire, et c’est aussitôt une multitude de petites frontières beaucoup plus dangereuses, beaucoup plus étouffantes qui les remplacent, des frontières sociales, des frontières ethniques inacceptables et des frontières religieuses dont nous ne voulons pas"
12059," A l’abri des frontières de la France, il n’y aura pas de frontières ethniques, il n’y aura pas de frontières religieuses"
12060," Faites sauter la frontière de la citoyenneté et de la République et vous verrez les tribus et les communautés imposer aux membres des tribus et des communautés des comportements dont nous ne voulons pas sur le sol de la République française ! Effacer les frontières, ce que je ne veux pas, et l’on ne pourra plus garantir les droits et respecter les devoirs ni faire respecter la loi car on ne peut pas faire respecter la loi quand la loi ne connaît pas de frontières"
12061," Effacer les frontières, et nous perdrons notre protection sociale, vous savez pourquoi ? Parce qu’elle fera faillite"
12062, Je n’en veux pas
12063, Nous avons trop cédé pendant trente ans à cette idéologie de la pensée unique qui est une pensée fausse ! Ca ne me gêne pas de le dire
12064, L’Europe a trop cédé à la religion du libre-échange et de la déréglementation au nom de l’abaissement des frontières
12065," Au fond, l’Europe a trop cédé à une conception que l’on a trop entendue à la fin des années 70 d’un monde sans Etat, d’un monde sans politique, où les techniciens, les bureaucrates, les technocrates avaient raison sur tout, avec leur calculette et leur code"
12066," Voilà le résultat de trente ans de démission du politique ! Alors, en 1995, cher Michel, lors de la campagne électorale, le grand sujet, ça a été la fracture sociale"
12067," Eh bien, en 2012, le sujet majeur, c’est la question des frontières, et mon projet, c’est de remettre les frontières au centre du débat et de la question politique"
12068," C’est un enjeu majeur ! Et grâce à cela, grâ ce à cela parce que j’imagine immédiatement le procès en sorcellerie de tous ceux qui n’ayant rien entendu ou ayant entendu et n’ayant pas tout compris prennent un mot, engagent un procès, ce sont les staliniens du XXIe siècle"
12069," Pourquoi je dis cela ? Pourquoi je veux mettre, Rama, pourquoi …Comme vous êtes cruels pour la Corrèze ! Si je veux mettre la frontière au coeur de la problématique de cette présidentielle, c’est que la France doit rester un pays ouvert"
12070, Je ne veux pas que la France s’abandonne au protectionnisme parce que ce serait suicidaire
12071, Je ne veux pas – je prends mes responsabilités – que la France n’accueille plus personne sur son territoire
12072," Je ne veux pas que la France s’isole, s’isole du monde ; je ne veux pas que la France s’isole en Europe alors que la France a vocation à mener l’Europe mais je veux des frontières respectées, des frontières défendues, des 1166 frontières qui permettent d’assurer la maîtrise de l’immigration, de faire respecter la réciprocité dans les échanges commerciaux et de lutter contre l’évasion fiscale que nous ne supportons plus"
12073," Je n’accepte pas que nos grandes entreprises que je respecte et qui sont la force de la France ne se sentent françaises que quand elles ont besoin de l’Etat ! Oh, je me souviens encore, toutes les grandes entreprises du monde étaient soi-disant – quelle bêtise ! –devenues transnationales ; dans le grand bain du capitalisme financier, elles avaient, disait-on, perdu leur nationalité"
12074," Mais au moment où le vent mauvais de la crise a soufflé, aucune ne s’est trompée de guichet : toutes sont revenues à la maison, personne ne s’est trompé d’adresse"
12075," Ils avaient gardé la mémoire de leur nationalité ! Et je les ai vus défiler les uns après les autres, les dirigeants de ces grandes entreprises monde, eh bien, je vais vous dire, on ne peut pas être français que pendant les crises et uniquement lorsque l’on a besoin d’aide"
12076," On ne peut pas avoir droit et aucun devoir ! Et ce n’est pas valable seulement pour les bénéficiaires du RSA, pour les chômeurs ; c’est valable aussi pour les grandes entreprises et pour tous ceux qui sont en haut de l’échelle"
12077, Et c’est valable aussi pour l’exilé fiscal qui prétend garder la nationalité sans payer d’impôts en France
12078, Je veux que l’impôt et la nationalité soient liés afin que les exilés fi scaux payent les impôts en France
12079," Et nous, dans nos réunions, nous ne donnons pas la parole à des exilés fiscaux qui font la morale à tous ceux qui continuent à travailler et à payer leurs impôts en France"
12080, Je veux que les grandes entreprises payent un impôt minimum assis sur leur bénéfice mondial pour mettre fin au scandale des grands groupes français qui ne payent aucun impôt sur les bénéfices en France
12081," Je veux que celui qui vient s’installer en France parle le français avant de s’installer en France, connaisse les valeurs de la République avant de s’installer en France parce que notre système d’intégration ne fonctionne plus, parce que la République n’assimile plus, parce qu’une mère qui ne parle pas français est coupée de la société, coupée de ses enfants"
12082," Pour que l’assimilation redevienne possible, je me fixe comme objectif que nous accueillons bien ceux que nous accueillerons mais que nous diviserons par deux ceux que nous accueillerons pour que le système d’intégration français recommence à fonctionner"
12083," Claude ALLEGRE a raison : l’Europe a tout ouvert, tout ouvert sans contrepartie tandis que les autres n’ont presque rien ouvert"
12084," Eh bien, si l’Europe n’obtient pas de réciprocité, je déciderai unilatéralement avant un an de réserver nos marchés publics locaux, départementaux, régionaux, nationaux aux seules entreprises qui produiront et qui créeront des emplois en Europe"
12085," Éduquer nos enfants, la chose la plus difficile au monde, l’éducation, éduquer ses enfants c’est poser des limites, c’est tracer une frontière ; éduquer ses enfants s’est donner au maître l’autorité suffisante pour inculquer ses limites et ses frontières"
